customerId,firstName,lastName,DOB,phoneNumber,email,points
949,Jane,Doe,2000-02-17,979-986-3003,jane.doe28@example.com,574
950,Jane,Jones,2003-02-04,979-997-4768,jane.jones32@example.com,709
951,Mary,Williams,2001-06-10,979-713-8109,mary.williams69@example.com,616
952,Taylor,Miller,2003-02-05,979-128-9300,taylor.miller29@example.com,475
953,Taylor,Williams,1998-11-24,979-252-5520,taylor.williams57@example.com,50
954,Alex,Moore,1999-08-03,979-306-7670,alex.moore57@example.com,173
955,Pat,Wilson,1998-05-10,979-513-7365,pat.wilson99@example.com,179
956,Sue,Davis,2003-12-14,979-707-8575,sue.davis68@example.com,163
957,Peter,Jones,2002-01-08,979-484-4500,peter.jones28@example.com,946
958,Alex,Miller,1998-04-10,979-229-5449,alex.miller56@example.com,466
959,Chris,Moore,1997-04-16,979-461-3618,chris.moore14@example.com,391
960,Mike,Davis,2002-07-01,979-270-3913,mike.davis53@example.com,382
961,Peter,Jones,1999-09-03,979-492-2007,peter.jones6@example.com,412
962,Jane,Miller,2000-01-24,979-863-9261,jane.miller56@example.com,907
963,John,Doe,1999-07-05,979-269-5563,john.doe26@example.com,779
964,Chris,Moore,2003-01-08,979-216-2525,chris.moore49@example.com,573
965,Sue,Brown,1999-09-05,979-657-1262,sue.brown9@example.com,539
966,Mike,Lee,2003-03-18,979-912-5232,mike.lee27@example.com,812
967,John,Jones,2005-05-05,979-884-7179,john.jones36@example.com,234
968,Peter,Jones,1999-09-21,979-189-3168,peter.jones62@example.com,638
969,Chris,Miller,1998-03-07,979-353-4724,chris.miller20@example.com,780
970,Alex,Williams,2001-02-21,979-857-5080,alex.williams45@example.com,845
971,Mike,Smith,1995-03-04,979-439-8013,mike.smith71@example.com,452
972,Taylor,Miller,2002-04-10,979-974-7506,taylor.miller65@example.com,989
973,Chris,Lee,2005-05-01,979-145-6518,chris.lee90@example.com,438
974,Pat,Moore,1997-04-21,979-282-5528,pat.moore3@example.com,548
975,John,Wilson,1999-06-04,979-225-5049,john.wilson75@example.com,934
976,Chris,Miller,1997-06-21,979-532-1678,chris.miller41@example.com,501
977,Mary,Smith,1997-06-06,979-304-2229,mary.smith19@example.com,61
978,Taylor,Davis,2004-03-07,979-433-2807,taylor.davis23@example.com,248
979,Peter,Doe,1997-09-01,979-776-3654,peter.doe79@example.com,217
980,Pat,Lee,2003-03-27,979-646-9224,pat.lee36@example.com,250
981,Chris,Doe,1996-02-16,979-405-3617,chris.doe97@example.com,809
982,Alex,Miller,2004-12-16,979-948-4490,alex.miller51@example.com,675
983,Mary,Doe,2003-04-12,979-238-5521,mary.doe87@example.com,944
984,Pat,Brown,2002-05-19,979-667-3231,pat.brown20@example.com,517
985,Chris,Doe,2004-12-21,979-623-3293,chris.doe58@example.com,711
986,Pat,Davis,2004-01-03,979-160-9380,pat.davis76@example.com,214
987,Chris,Doe,1997-12-11,979-703-4939,chris.doe32@example.com,662
988,Mary,Doe,1997-05-28,979-186-7434,mary.doe77@example.com,325
989,Mary,Wilson,1996-12-28,979-954-4548,mary.wilson54@example.com,963
990,Sue,Smith,2001-10-23,979-476-9921,sue.smith42@example.com,778
991,Mary,Davis,1998-09-15,979-349-1620,mary.davis76@example.com,226
992,Pat,Brown,2003-06-03,979-128-8829,pat.brown38@example.com,599
993,Sue,Miller,2002-06-04,979-224-9825,sue.miller49@example.com,298
994,John,Davis,1995-09-07,979-593-8582,john.davis41@example.com,596
995,Jane,Smith,2002-07-20,979-679-3374,jane.smith47@example.com,279
996,Alex,Smith,1998-03-11,979-831-5177,alex.smith31@example.com,938
997,John,Williams,2005-02-06,979-198-8865,john.williams29@example.com,121
998,Peter,Doe,1995-08-10,979-838-9640,peter.doe64@example.com,152
999,Mike,Smith,2002-06-26,979-794-1636,mike.smith33@example.com,537
1000,Jane,Doe,1998-02-05,979-782-5681,jane.doe18@example.com,444
1001,Mike,Wilson,2001-01-08,979-550-2423,mike.wilson32@example.com,605
1002,Mary,Doe,1999-07-25,979-399-7012,mary.doe69@example.com,815
1003,Jane,Doe,2001-12-10,979-438-5518,jane.doe83@example.com,556
1004,Jane,Miller,2000-05-07,979-429-8955,jane.miller10@example.com,740
1005,Pat,Jones,2003-02-04,979-589-4560,pat.jones78@example.com,985
1006,Taylor,Williams,2003-03-12,979-906-6333,taylor.williams99@example.com,711
1007,Mary,Miller,1995-02-23,979-133-9111,mary.miller61@example.com,832
1008,Pat,Williams,1998-05-26,979-909-6381,pat.williams32@example.com,825
1009,Pat,Wilson,2000-06-28,979-990-4090,pat.wilson48@example.com,169
1010,Chris,Moore,2002-10-10,979-711-1652,chris.moore20@example.com,699
1011,Alex,Lee,2001-11-17,979-839-1972,alex.lee60@example.com,255
1012,Alex,Brown,1998-03-10,979-302-1306,alex.brown46@example.com,997
1013,Jane,Doe,2001-06-02,979-343-4058,jane.doe67@example.com,625
1014,Peter,Smith,2004-08-16,979-725-6637,peter.smith85@example.com,104
1015,Mary,Williams,1995-05-10,979-545-5636,mary.williams98@example.com,6
1016,John,Moore,2001-03-16,979-952-2602,john.moore38@example.com,572
1017,Pat,Davis,2005-07-02,979-408-9497,pat.davis74@example.com,955
1018,Mike,Miller,2003-06-12,979-931-9483,mike.miller34@example.com,884
1019,Mary,Moore,2004-08-06,979-712-2786,mary.moore77@example.com,161
1020,Sue,Williams,1999-04-23,979-803-6627,sue.williams73@example.com,110
1021,John,Williams,1995-09-06,979-268-6101,john.williams86@example.com,612
1022,Chris,Miller,2001-10-14,979-130-5921,chris.miller60@example.com,283
1023,Chris,Miller,1996-09-15,979-424-9045,chris.miller23@example.com,42
1024,John,Miller,2003-10-28,979-441-2638,john.miller84@example.com,496
1025,Alex,Williams,2002-03-22,979-551-9456,alex.williams86@example.com,966
1026,Peter,Smith,2005-01-23,979-219-7601,peter.smith44@example.com,830
1027,Chris,Miller,1998-09-23,979-971-7902,chris.miller69@example.com,592
1028,Mary,Jones,1996-12-16,979-111-7332,mary.jones45@example.com,721
1029,Mary,Davis,1999-02-06,979-217-2988,mary.davis24@example.com,589
1030,Chris,Davis,1997-08-02,979-267-2720,chris.davis30@example.com,283
1031,Chris,Smith,2003-01-20,979-245-5482,chris.smith56@example.com,76
1032,Alex,Jones,2000-10-18,979-426-6822,alex.jones52@example.com,493
1033,John,Lee,1999-04-19,979-935-2491,john.lee43@example.com,759
1034,Sue,Smith,2003-02-04,979-678-9105,sue.smith32@example.com,216
1035,Taylor,Doe,1997-09-13,979-502-1375,taylor.doe5@example.com,146
1036,Mike,Brown,1997-03-09,979-978-2569,mike.brown32@example.com,50
1037,Jane,Miller,2000-12-17,979-343-1057,jane.miller86@example.com,701
1038,Chris,Miller,1996-11-18,979-489-3653,chris.miller86@example.com,141
1039,Peter,Brown,1999-02-13,979-968-5210,peter.brown59@example.com,386
1040,Jane,Williams,2005-11-17,979-373-2874,jane.williams77@example.com,634
1041,Peter,Wilson,1999-06-03,979-756-9371,peter.wilson23@example.com,606
1042,Mary,Doe,1999-05-10,979-812-3518,mary.doe16@example.com,293
1043,Jane,Moore,2004-06-28,979-273-1508,jane.moore78@example.com,312
1044,Jane,Moore,1996-07-05,979-633-2835,jane.moore44@example.com,857
1045,Alex,Brown,1999-09-23,979-512-4687,alex.brown95@example.com,365
1046,Chris,Brown,2002-09-24,979-659-2037,chris.brown24@example.com,576
1047,Mary,Brown,2003-08-19,979-363-5827,mary.brown39@example.com,655
1048,Jane,Lee,2000-09-02,979-338-7125,jane.lee2@example.com,567
1049,Sue,Brown,2005-12-27,979-533-8969,sue.brown63@example.com,142
1050,Taylor,Wilson,1996-04-04,979-270-8233,taylor.wilson74@example.com,62
1051,Pat,Smith,2002-10-20,979-375-1676,pat.smith73@example.com,429
1052,Chris,Brown,1996-09-14,979-408-4809,chris.brown80@example.com,0
1053,Jane,Doe,1995-11-05,979-785-5882,jane.doe42@example.com,726
1054,Mary,Lee,2000-12-19,979-751-4974,mary.lee97@example.com,244
1055,Chris,Wilson,2000-07-27,979-414-2609,chris.wilson20@example.com,721
1056,Sue,Williams,2000-01-08,979-443-4213,sue.williams45@example.com,931
1057,Sue,Jones,1995-08-25,979-258-8438,sue.jones29@example.com,491
1058,John,Jones,1996-03-10,979-457-8298,john.jones37@example.com,283
1059,Alex,Brown,1998-11-08,979-146-5207,alex.brown99@example.com,980
1060,Mary,Wilson,1997-06-14,979-837-3299,mary.wilson72@example.com,132
1061,Alex,Brown,2002-02-04,979-371-4178,alex.brown36@example.com,296
1062,Pat,Miller,1995-04-18,979-127-3946,pat.miller70@example.com,682
1063,Alex,Wilson,1997-04-24,979-414-4421,alex.wilson75@example.com,864
1064,Pat,Lee,2002-09-01,979-232-1073,pat.lee77@example.com,43
1065,Pat,Jones,2003-07-14,979-675-5611,pat.jones73@example.com,937
1066,Mike,Smith,2004-03-10,979-107-8396,mike.smith34@example.com,981
1067,Peter,Jones,1995-02-12,979-440-7976,peter.jones26@example.com,181
1068,Pat,Moore,1996-12-05,979-147-8585,pat.moore24@example.com,664
1069,Alex,Brown,2003-07-13,979-908-3487,alex.brown76@example.com,818
1070,Mary,Williams,1995-11-21,979-279-1588,mary.williams67@example.com,190
1071,Mike,Smith,2000-11-17,979-325-4239,mike.smith17@example.com,950
1072,Peter,Wilson,2004-01-22,979-803-9575,peter.wilson99@example.com,182
1073,John,Moore,1996-06-27,979-104-6755,john.moore2@example.com,321
1074,John,Davis,1998-07-02,979-526-1415,john.davis12@example.com,58
1075,Taylor,Miller,2005-05-26,979-159-4485,taylor.miller76@example.com,988
1076,Chris,Miller,1998-09-24,979-477-6439,chris.miller16@example.com,530
1077,Chris,Doe,2002-08-16,979-493-8783,chris.doe98@example.com,713
1078,Alex,Lee,1999-06-27,979-768-7832,alex.lee16@example.com,516
1079,Peter,Doe,1999-11-10,979-796-1868,peter.doe84@example.com,329
1080,Mike,Moore,2002-08-19,979-385-4043,mike.moore92@example.com,932
1081,Jane,Moore,1995-01-15,979-158-1847,jane.moore6@example.com,891
1082,Sue,Lee,2002-11-07,979-901-4777,sue.lee62@example.com,669
1083,Alex,Lee,1996-03-25,979-803-1581,alex.lee29@example.com,441
1084,Jane,Doe,2000-01-21,979-284-7490,jane.doe36@example.com,284
1085,Chris,Doe,2001-02-11,979-591-6298,chris.doe43@example.com,616
1086,Mary,Davis,2002-03-06,979-178-7151,mary.davis55@example.com,304
1087,Sue,Smith,2000-02-01,979-656-4973,sue.smith62@example.com,29
1088,Mary,Smith,2000-11-21,979-229-2110,mary.smith49@example.com,734
1089,Jane,Lee,1999-02-02,979-527-7540,jane.lee48@example.com,268
1090,Mary,Smith,2005-12-27,979-541-1495,mary.smith42@example.com,334
1091,Taylor,Williams,1999-03-16,979-417-4190,taylor.williams32@example.com,664
1092,Jane,Brown,1995-05-25,979-821-3858,jane.brown90@example.com,790
1093,Taylor,Lee,2001-10-12,979-999-9733,taylor.lee24@example.com,125
1094,Taylor,Davis,2003-12-20,979-888-9995,taylor.davis50@example.com,791
1095,Mary,Wilson,2004-08-28,979-115-9280,mary.wilson41@example.com,464
1096,Jane,Brown,1997-10-12,979-694-6350,jane.brown33@example.com,509
1097,Jane,Lee,2005-02-17,979-876-1337,jane.lee8@example.com,253
1098,Chris,Doe,1996-09-17,979-646-2686,chris.doe86@example.com,519
1099,Taylor,Williams,2003-12-10,979-906-8599,taylor.williams74@example.com,872
1100,Taylor,Williams,2002-01-27,979-491-2742,taylor.williams8@example.com,853
1101,Pat,Jones,2000-05-14,979-160-5797,pat.jones75@example.com,729
1102,Mary,Jones,1997-02-11,979-424-2905,mary.jones51@example.com,504
1103,Peter,Moore,2004-10-28,979-479-1044,peter.moore52@example.com,565
1104,Jane,Wilson,1996-12-02,979-720-2661,jane.wilson9@example.com,455
1105,Alex,Brown,2000-03-03,979-437-3225,alex.brown53@example.com,404
1106,Alex,Moore,2002-07-17,979-843-6327,alex.moore25@example.com,440
1107,Mary,Lee,1996-11-27,979-315-8938,mary.lee1@example.com,703
1108,Peter,Davis,2005-08-09,979-641-2087,peter.davis92@example.com,715
1109,Mike,Williams,1999-01-26,979-200-9428,mike.williams49@example.com,365
1110,Sue,Doe,1998-07-16,979-417-8229,sue.doe21@example.com,211
1111,Peter,Williams,2001-05-22,979-856-8139,peter.williams36@example.com,822
1112,John,Brown,1999-01-27,979-395-4811,john.brown9@example.com,619
1113,Sue,Williams,1995-05-11,979-754-3241,sue.williams80@example.com,968
1114,Sue,Williams,1998-02-01,979-381-3680,sue.williams80@example.com,744
1115,Sue,Wilson,2005-10-13,979-354-5324,sue.wilson68@example.com,615
1116,Peter,Williams,2002-05-24,979-127-6313,peter.williams7@example.com,900
1117,Pat,Doe,1999-05-22,979-816-2681,pat.doe56@example.com,302
1118,Peter,Miller,2003-01-20,979-374-2957,peter.miller50@example.com,591
1119,Peter,Wilson,1998-11-15,979-777-3611,peter.wilson94@example.com,594
1120,Peter,Davis,2002-06-10,979-892-6827,peter.davis47@example.com,689
1121,Alex,Miller,2005-09-14,979-172-9376,alex.miller18@example.com,468
1122,Alex,Brown,2005-06-27,979-881-9487,alex.brown86@example.com,31
1123,Pat,Wilson,2000-12-20,979-359-7746,pat.wilson32@example.com,932
1124,Mike,Davis,1995-10-08,979-531-8296,mike.davis96@example.com,827
1125,Mary,Smith,1996-11-10,979-818-9495,mary.smith47@example.com,199
1126,Jane,Wilson,1995-08-03,979-128-6310,jane.wilson89@example.com,903
1127,Sue,Davis,1997-03-18,979-339-4173,sue.davis91@example.com,482
1128,Jane,Wilson,2003-05-15,979-927-6941,jane.wilson72@example.com,51
1129,John,Williams,2002-08-06,979-394-6316,john.williams82@example.com,829
1130,John,Miller,1996-01-07,979-565-7624,john.miller98@example.com,317
1131,Taylor,Moore,1997-07-28,979-510-2442,taylor.moore90@example.com,566
1132,Chris,Jones,2003-05-06,979-727-2919,chris.jones50@example.com,679
1133,Mary,Lee,1996-11-13,979-377-5780,mary.lee26@example.com,150
1134,Mary,Williams,2001-05-19,979-935-7187,mary.williams86@example.com,6
1135,Pat,Moore,1999-11-20,979-207-5159,pat.moore4@example.com,753
1136,Chris,Moore,1995-05-24,979-958-8451,chris.moore3@example.com,787
1137,Taylor,Jones,1995-07-13,979-482-7293,taylor.jones25@example.com,925
1138,Pat,Wilson,1996-09-19,979-938-3351,pat.wilson71@example.com,702
1139,Alex,Brown,2004-06-06,979-281-1910,alex.brown35@example.com,939
1140,Taylor,Miller,2005-04-05,979-370-2347,taylor.miller51@example.com,132
1141,Pat,Wilson,1998-02-10,979-284-2996,pat.wilson3@example.com,584
1142,Mary,Doe,2002-02-08,979-842-2433,mary.doe88@example.com,742
1143,Sue,Brown,1998-06-06,979-806-8664,sue.brown91@example.com,158
1144,John,Williams,1996-09-03,979-669-9231,john.williams51@example.com,626
1145,Pat,Moore,2005-05-09,979-883-7574,pat.moore44@example.com,522
1146,John,Lee,2002-12-23,979-981-2534,john.lee98@example.com,659
1147,Jane,Brown,2001-04-05,979-461-1827,jane.brown97@example.com,557
1148,Alex,Miller,1996-07-08,979-647-5086,alex.miller45@example.com,809
1149,Chris,Jones,1998-09-03,979-909-1043,chris.jones16@example.com,364
1150,John,Lee,2004-12-14,979-168-6537,john.lee8@example.com,359
1151,Sue,Doe,1998-12-07,979-621-3822,sue.doe58@example.com,459
1152,Mary,Smith,1999-09-04,979-474-7119,mary.smith64@example.com,942
1153,Pat,Williams,2001-10-06,979-468-5075,pat.williams55@example.com,172
1154,Jane,Davis,1996-04-01,979-196-7042,jane.davis76@example.com,179
1155,Taylor,Miller,1997-02-18,979-474-8882,taylor.miller85@example.com,7
1156,Jane,Moore,2004-02-12,979-177-6420,jane.moore87@example.com,535
1157,Mary,Smith,1996-10-14,979-850-4895,mary.smith2@example.com,508
1158,Pat,Williams,1999-09-08,979-639-5006,pat.williams33@example.com,317
1159,Alex,Doe,1996-01-17,979-778-9698,alex.doe62@example.com,451
1160,Pat,Smith,2005-10-06,979-261-9800,pat.smith28@example.com,701
1161,Sue,Davis,2002-10-28,979-766-6597,sue.davis55@example.com,6
1162,Taylor,Brown,2000-11-07,979-325-3472,taylor.brown11@example.com,503
1163,Mike,Moore,1998-07-15,979-316-4585,mike.moore22@example.com,503
1164,Sue,Lee,1998-11-25,979-239-7826,sue.lee34@example.com,647
1165,Alex,Williams,1998-09-04,979-565-3305,alex.williams71@example.com,850
1166,Mike,Wilson,2005-10-19,979-345-9750,mike.wilson30@example.com,623
1167,John,Miller,2004-05-23,979-919-2329,john.miller44@example.com,337
1168,Mike,Davis,1998-12-13,979-514-4132,mike.davis19@example.com,80
1169,Mary,Moore,1998-11-24,979-701-4176,mary.moore5@example.com,554
1170,Chris,Williams,2004-09-16,979-815-9683,chris.williams57@example.com,873
1171,Mary,Williams,2003-11-28,979-953-8909,mary.williams18@example.com,781
1172,Chris,Doe,1999-02-08,979-832-5224,chris.doe13@example.com,782
1173,John,Jones,1997-12-24,979-167-9674,john.jones72@example.com,397
1174,Taylor,Jones,1995-08-12,979-882-7065,taylor.jones41@example.com,587
1175,Mary,Brown,1998-02-16,979-937-8112,mary.brown46@example.com,509
1176,Jane,Doe,1997-08-19,979-581-1274,jane.doe92@example.com,705
1177,Chris,Williams,1999-04-26,979-900-9033,chris.williams10@example.com,433
1178,Sue,Brown,2004-08-23,979-700-8302,sue.brown28@example.com,956
1179,John,Wilson,1997-10-08,979-650-2680,john.wilson28@example.com,12
1180,Chris,Smith,2002-08-09,979-464-7804,chris.smith55@example.com,146
1181,Mary,Wilson,2004-06-14,979-780-8394,mary.wilson9@example.com,380
1182,John,Smith,1996-06-07,979-127-5477,john.smith4@example.com,981
1183,Pat,Miller,2001-10-21,979-604-4821,pat.miller60@example.com,367
1184,Mike,Wilson,1998-05-04,979-193-8154,mike.wilson35@example.com,973
1185,Taylor,Wilson,2002-05-26,979-221-9988,taylor.wilson40@example.com,174
1186,Alex,Davis,2003-05-05,979-595-4929,alex.davis94@example.com,242
1187,John,Brown,2005-07-07,979-403-4215,john.brown93@example.com,258
1188,Peter,Miller,2001-06-10,979-116-8298,peter.miller3@example.com,360
1189,Sue,Smith,1998-07-01,979-529-6554,sue.smith13@example.com,587
1190,Mike,Lee,1997-11-11,979-276-1641,mike.lee50@example.com,721
1191,John,Wilson,2000-04-07,979-505-4494,john.wilson96@example.com,915
1192,Peter,Williams,1997-07-12,979-796-9547,peter.williams34@example.com,708
1193,Alex,Jones,2002-02-10,979-864-4796,alex.jones83@example.com,878
1194,Alex,Davis,1996-03-24,979-298-6152,alex.davis49@example.com,889
1195,Mike,Davis,1996-05-18,979-749-5666,mike.davis96@example.com,948
1196,Pat,Brown,2003-11-06,979-342-6712,pat.brown50@example.com,763
1197,Alex,Williams,2005-03-18,979-242-6190,alex.williams28@example.com,424
1198,Alex,Williams,1996-03-25,979-128-9383,alex.williams14@example.com,373
1199,Taylor,Smith,2005-06-02,979-137-1753,taylor.smith22@example.com,802
1200,Pat,Moore,1998-12-25,979-228-3631,pat.moore16@example.com,1
1201,Taylor,Smith,2001-08-23,979-644-3250,taylor.smith79@example.com,890
1202,Pat,Doe,2000-08-17,979-713-4069,pat.doe46@example.com,444
1203,Mike,Jones,1999-08-04,979-635-6135,mike.jones60@example.com,746
1204,Chris,Wilson,2003-06-05,979-359-5384,chris.wilson68@example.com,928
1205,Jane,Brown,1999-04-16,979-222-4266,jane.brown68@example.com,433
1206,Sue,Smith,2002-11-11,979-552-8586,sue.smith67@example.com,720
1207,Pat,Doe,2004-09-09,979-343-3092,pat.doe24@example.com,86
1208,Peter,Wilson,2002-08-18,979-895-7101,peter.wilson37@example.com,818
1209,Pat,Wilson,2003-02-17,979-838-8942,pat.wilson30@example.com,824
1210,Pat,Doe,1996-12-05,979-849-9989,pat.doe39@example.com,806
1211,Mary,Jones,1997-10-01,979-507-9050,mary.jones58@example.com,839
1212,Mike,Doe,2004-04-15,979-480-7971,mike.doe1@example.com,496
1213,Chris,Brown,2003-11-17,979-250-4570,chris.brown63@example.com,602
1214,John,Moore,2002-10-02,979-965-2105,john.moore19@example.com,349
1215,Jane,Lee,2003-08-15,979-846-1792,jane.lee57@example.com,504
1216,Alex,Smith,2001-04-05,979-639-3327,alex.smith91@example.com,961
1217,John,Smith,2005-07-14,979-164-4890,john.smith7@example.com,392
1218,John,Moore,1996-11-27,979-549-4634,john.moore27@example.com,524
1219,Mary,Smith,1997-07-06,979-649-5577,mary.smith67@example.com,764
1220,Taylor,Williams,2004-02-28,979-291-2520,taylor.williams24@example.com,517
1221,Mary,Williams,1995-01-20,979-489-8579,mary.williams39@example.com,194
1222,Sue,Smith,1995-01-27,979-176-9838,sue.smith8@example.com,837
1223,Taylor,Miller,2005-09-06,979-237-6400,taylor.miller42@example.com,795
1224,Mary,Moore,2003-05-19,979-407-4404,mary.moore81@example.com,119
1225,Taylor,Williams,2004-07-12,979-563-7006,taylor.williams71@example.com,416
1226,Mike,Williams,2002-05-13,979-302-7996,mike.williams89@example.com,1000
1227,Pat,Davis,1997-08-02,979-877-2811,pat.davis83@example.com,202
1228,Jane,Williams,2002-10-05,979-726-4609,jane.williams63@example.com,85
1229,Pat,Brown,1995-11-26,979-936-6894,pat.brown5@example.com,214
1230,Pat,Davis,1998-03-27,979-446-6786,pat.davis66@example.com,428
1231,Mike,Davis,2001-08-15,979-372-6208,mike.davis80@example.com,184
1232,Peter,Jones,1999-05-18,979-161-2663,peter.jones20@example.com,504
1233,Taylor,Doe,1997-07-25,979-251-4541,taylor.doe17@example.com,184
1234,Pat,Wilson,2002-09-10,979-207-5911,pat.wilson14@example.com,51
1235,John,Williams,2002-03-02,979-412-2853,john.williams41@example.com,157
1236,Sue,Davis,1998-03-09,979-325-8413,sue.davis22@example.com,217
1237,Jane,Miller,1997-11-01,979-393-4246,jane.miller80@example.com,54
1238,Taylor,Davis,2000-09-17,979-469-7230,taylor.davis60@example.com,782
1239,Taylor,Williams,1995-11-18,979-464-3026,taylor.williams3@example.com,730
1240,Jane,Brown,1996-10-01,979-796-7550,jane.brown27@example.com,354
1241,Chris,Miller,1995-06-08,979-590-6943,chris.miller46@example.com,977
1242,Mike,Lee,1995-06-17,979-387-3081,mike.lee24@example.com,756
1243,Peter,Jones,1998-12-16,979-335-6029,peter.jones59@example.com,816
1244,Pat,Brown,2004-01-08,979-813-3766,pat.brown55@example.com,612
1245,Peter,Wilson,2000-05-01,979-204-9581,peter.wilson58@example.com,307
1246,Jane,Smith,1998-08-10,979-714-3960,jane.smith46@example.com,161
1247,John,Miller,2001-05-27,979-291-7299,john.miller70@example.com,344
1248,Peter,Wilson,2002-12-07,979-887-6841,peter.wilson11@example.com,409
1249,Pat,Doe,2002-02-15,979-108-3373,pat.doe87@example.com,927
1250,Alex,Williams,2000-07-05,979-302-4720,alex.williams56@example.com,343
1251,Chris,Moore,2001-05-27,979-310-2350,chris.moore4@example.com,289
1252,Mike,Miller,1995-05-04,979-130-2196,mike.miller81@example.com,160
1253,Chris,Smith,2000-09-23,979-844-3753,chris.smith45@example.com,614
1254,Taylor,Jones,2001-07-13,979-588-9203,taylor.jones63@example.com,649
1255,Mary,Jones,2002-04-26,979-435-3448,mary.jones85@example.com,92
1256,Taylor,Miller,2004-09-11,979-944-8810,taylor.miller8@example.com,654
1257,Mary,Miller,1998-11-24,979-760-1941,mary.miller37@example.com,649
1258,Mike,Williams,1998-02-24,979-340-7662,mike.williams77@example.com,703
1259,Mike,Jones,2002-02-04,979-556-6820,mike.jones82@example.com,815
1260,Chris,Davis,1998-04-06,979-367-6118,chris.davis65@example.com,34
1261,Sue,Lee,2004-04-20,979-956-3582,sue.lee51@example.com,168
1262,Sue,Wilson,1999-05-19,979-974-5202,sue.wilson42@example.com,20
1263,Alex,Smith,2003-04-01,979-520-1066,alex.smith69@example.com,873
1264,Pat,Wilson,2005-01-20,979-639-2573,pat.wilson29@example.com,656
1265,Mary,Jones,2002-07-10,979-368-3800,mary.jones49@example.com,128
1266,Mike,Moore,2002-07-02,979-874-9642,mike.moore87@example.com,967
1267,Chris,Moore,1997-07-28,979-375-5124,chris.moore65@example.com,476
1268,John,Wilson,2000-06-16,979-601-3368,john.wilson25@example.com,692
